"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42","gene_43","gene_44","gene_45","gene_46","gene_47","gene_48","gene_49","gene_50","gene_51","gene_52","gene_53","gene_54","gene_55","gene_56","gene_57","gene_58","gene_59","gene_60","gene_61","gene_62","gene_63","gene_64","gene_65","gene_66","gene_67","gene_68","gene_69","gene_70","gene_71","gene_72","gene_73","gene_74","gene_75","gene_76","gene_77","gene_78","gene_79","gene_80","gene_81","gene_82","gene_83","gene_84","gene_85","gene_90","gene_91","gene_98","gene_110","gene_111","gene_130","gene_135","gene_169","gene_200","gene_201"
"OG0000752:","fig|1196095.117.peg.1578","fig|1196095.115.peg.2193","fig|1196095.97.peg.1712","fig|1196095.122.peg.1941","fig|1196095.114.peg.451","fig|1196095.131.peg.382","fig|1196095.116.peg.1464","fig|1196095.98.peg.22","fig|1196095.120.peg.1726","fig|1196095.109.peg.383","fig|1196095.107.peg.1324","fig|1196095.106.peg.779","fig|1196095.129.peg.1204","fig|1196095.108.peg.38","fig|1196095.101.peg.1601","fig|1196095.121.peg.211","fig|1196095.96.peg.569","fig|1196095.110.peg.2404","fig|1196095.127.peg.81","fig|1196095.111.peg.2143","fig|1196095.103.peg.823","fig|1196095.104.peg.1908","fig|1196095.125.peg.93","fig|1196095.102.peg.1946","fig|1196095.132.peg.1766","fig|1196095.134.peg.1057","fig|1196095.112.peg.259","fig|1196095.113.peg.1249","fig|1196095.119.peg.2040","fig|1196095.126.peg.558","fig|1196095.128.peg.176","fig|1196095.123.peg.2131","fig|1196095.95.peg.1314","fig|1196095.124.peg.1391","fig|1196095.100.peg.1299","fig|1196095.118.peg.354","fig|1196095.130.peg.1912","fig|1196095.133.peg.3021","fig|1196095.99.peg.710","fig|1196095.105.peg.544","fig|1196095.135.peg.1179","fig|1196095.94.peg.1333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000767:","fig|1196095.95.peg.1173","fig|1196095.109.peg.483","fig|1196095.104.peg.2576","fig|1196095.112.peg.16","fig|1196095.124.peg.1500","fig|1196095.115.peg.1389","fig|1196095.111.peg.216","fig|1196095.101.peg.1263","fig|1196095.94.peg.2102","fig|1196095.127.peg.310","fig|1196095.97.peg.1140","fig|1196095.106.peg.1328","fig|1196095.116.peg.227","fig|1196095.119.peg.527","fig|1196095.122.peg.1118","fig|1196095.126.peg.1047","fig|1196095.98.peg.1550","fig|1196095.120.peg.597","fig|1196095.118.peg.1731","fig|1196095.96.peg.2069","fig|1196095.128.peg.430","fig|1196095.103.peg.73","fig|1196095.108.peg.1138","fig|1196095.107.peg.1679","fig|1196095.105.peg.200","fig|1196095.117.peg.1869","fig|1196095.135.peg.1809","fig|1196095.102.peg.763","fig|1196095.131.peg.319","fig|1196095.125.peg.1670","fig|1196095.132.peg.1152","fig|1196095.110.peg.254","fig|1196095.100.peg.1370","fig|1196095.129.peg.1139","fig|1196095.133.peg.365","fig|1196095.130.peg.467","fig|1196095.123.peg.257","fig|1196095.99.peg.579","fig|1196095.121.peg.1099","fig|1196095.113.peg.164","fig|1196095.114.peg.1562","fig|1196095.134.peg.1529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000785:","fig|1196095.96.peg.2200","fig|1196095.128.peg.2623","fig|1196095.105.peg.262","fig|1196095.101.peg.1309","fig|1196095.95.peg.1102","fig|1196095.114.peg.889","fig|1196095.126.peg.807","fig|1196095.108.peg.2061","fig|1196095.113.peg.8","fig|1196095.107.peg.1583","fig|1196095.99.peg.1334","fig|1196095.106.peg.194","fig|1196095.122.peg.581","fig|1196095.112.peg.296","fig|1196095.130.peg.1246","fig|1196095.133.peg.2227","fig|1196095.135.peg.1768","fig|1196095.116.peg.1003","fig|1196095.121.peg.861","fig|1196095.118.peg.1047","fig|1196095.100.peg.1416","fig|1196095.102.peg.436","fig|1196095.109.peg.2158","fig|1196095.123.peg.1271","fig|1196095.124.peg.1355","fig|1196095.134.peg.138","fig|1196095.110.peg.1929","fig|1196095.104.peg.1595","fig|1196095.117.peg.807","fig|1196095.103.peg.118","fig|1196095.125.peg.190","fig|1196095.132.peg.438","fig|1196095.119.peg.847","fig|1196095.94.peg.2029","fig|1196095.129.peg.1038","fig|1196095.120.peg.1483","fig|1196095.127.peg.720","fig|1196095.131.peg.1923","fig|1196095.111.peg.2639","fig|1196095.98.peg.2256","fig|1196095.97.peg.2108","fig|1196095.115.peg.715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0000830:","fig|1196095.108.peg.2097","fig|1196095.94.peg.1991","fig|1196095.114.peg.1892","fig|1196095.126.peg.1249","fig|1196095.113.peg.144","fig|1196095.116.peg.423","fig|1196095.107.peg.146","fig|1196095.109.peg.1313","fig|1196095.99.peg.832","fig|1196095.110.peg.2635","fig|1196095.103.peg.1294","fig|1196095.106.peg.470","fig|1196095.130.peg.687","fig|1196095.104.peg.1276","fig|1196095.124.peg.1081","fig|1196095.133.peg.1527","fig|1196095.125.peg.1220","fig|1196095.98.peg.210","fig|1196095.100.peg.1551","fig|1196095.96.peg.1733","fig|1196095.132.peg.1438","fig|1196095.101.peg.628","fig|1196095.123.peg.1721","fig|1196095.111.peg.2585","fig|1196095.119.peg.336","fig|1196095.115.peg.449","fig|1196095.105.peg.2435","fig|1196095.97.peg.792","fig|1196095.121.peg.1717","fig|1196095.128.peg.2009","fig|1196095.127.peg.1718","fig|1196095.95.peg.2153","fig|1196095.118.peg.846","fig|1196095.120.peg.2199","fig|1196095.135.peg.306","fig|1196095.134.peg.1768","fig|1196095.117.peg.2393","fig|1196095.129.peg.2106","fig|1196095.102.peg.1001","fig|1196095.131.peg.1515","fig|1196095.112.peg.1211","fig|1196095.122.peg.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001086:","fig|1196095.117.peg.2045","fig|1196095.118.peg.750","fig|1196095.102.peg.2075","fig|1196095.127.peg.1127","fig|1196095.133.peg.3389","fig|1196095.109.peg.1516","fig|1196095.123.peg.128","fig|1196095.112.peg.157","fig|1196095.128.peg.1169","fig|1196095.131.peg.667","fig|1196095.130.peg.1022","fig|1196095.106.peg.2132","fig|1196095.107.peg.887","fig|1196095.100.peg.236","fig|1196095.114.peg.1175","fig|1196095.99.peg.869","fig|1196095.129.peg.183","fig|1196095.97.peg.1292","fig|1196095.119.peg.78","fig|1196095.103.peg.1695","fig|1196095.94.peg.1631","fig|1196095.121.peg.2400","fig|1196095.126.peg.1804","fig|1196095.132.peg.118","fig|1196095.115.peg.1568","fig|1196095.111.peg.1555","fig|1196095.135.peg.1004","fig|1196095.104.peg.147","fig|1196095.120.peg.1423","fig|1196095.125.peg.697","fig|1196095.110.peg.1270","fig|1196095.101.peg.1974","fig|1196095.124.peg.681","fig|1196095.134.peg.2187","fig|1196095.95.peg.1822","fig|1196095.99.peg.767","fig|1196095.108.peg.1450","fig|1196095.116.peg.2760","fig|1196095.122.peg.1287","fig|1196095.98.peg.946","fig|1196095.96.peg.817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001230:","fig|1196095.122.peg.1948","fig|1196095.126.peg.565","fig|1196095.123.peg.2138","fig|1196095.105.peg.2460","fig|1196095.113.peg.1235","fig|1196095.97.peg.1767","fig|1196095.120.peg.1822","fig|1196095.102.peg.1962","fig|1196095.95.peg.519","fig|1196095.107.peg.1095","fig|1196095.114.peg.444","fig|1196095.106.peg.284","fig|1196095.115.peg.2180","fig|1196095.116.peg.1471","fig|1196095.125.peg.106","fig|1196095.117.peg.1571","fig|1196095.94.peg.179","fig|1196095.119.peg.2033","fig|1196095.132.peg.1759","fig|1196095.100.peg.1306","fig|1196095.134.peg.1070","fig|1196095.130.peg.1925","fig|1196095.98.peg.641","fig|1196095.104.peg.1901","fig|1196095.101.peg.1608","fig|1196095.128.peg.183","fig|1196095.112.peg.1962","fig|1196095.118.peg.361","fig|1196095.131.peg.396","fig|1196095.96.peg.576","fig|1196095.135.peg.1172","fig|1196095.108.peg.24","fig|1196095.109.peg.2045","fig|1196095.103.peg.830","fig|1196095.110.peg.2411","fig|1196095.129.peg.1217","fig|1196095.99.peg.2156","fig|1196095.124.peg.1384","fig|1196095.111.peg.2150","fig|1196095.127.peg.74","fig|1196095.121.peg.224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001259:","fig|1196095.102.peg.1572","fig|1196095.122.peg.1443","fig|1196095.114.peg.310","fig|1196095.99.peg.1801","fig|1196095.135.peg.261","fig|1196095.95.peg.814","fig|1196095.128.peg.1544","fig|1196095.134.peg.1452","fig|1196095.118.peg.1879","fig|1196095.101.peg.665","fig|1196095.121.peg.2673","fig|1196095.106.peg.1850","fig|1196095.104.peg.767","fig|1196095.96.peg.618","fig|1196095.108.peg.1595","fig|1196095.131.peg.1330","fig|1196095.94.peg.2188","fig|1196095.98.peg.1200","fig|1196095.115.peg.1085","fig|1196095.125.peg.1441","fig|1196095.103.peg.1331","fig|1196095.130.peg.2148","fig|1196095.119.peg.1818","fig|1196095.124.peg.2286","fig|1196095.113.peg.277","fig|1196095.109.peg.1256","fig|1196095.127.peg.886","fig|1196095.111.peg.1108","fig|1196095.129.peg.1423","fig|1196095.110.peg.1673","fig|1196095.100.peg.1588","fig|1196095.105.peg.2310","fig|1196095.97.peg.131","fig|1196095.117.peg.1056","fig|1196095.120.peg.1052","fig|1196095.116.peg.2251","fig|1196095.107.peg.2155","fig|1196095.112.peg.1762","fig|1196095.123.peg.1485","fig|1196095.126.peg.1212","fig|1196095.132.peg.809","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001285:","fig|1196095.125.peg.2381","fig|1196095.124.peg.282","fig|1196095.122.peg.1920","fig|1196095.129.peg.297","fig|1196095.131.peg.864","fig|1196095.94.peg.996","fig|1196095.118.peg.1388","fig|1196095.132.peg.156","fig|1196095.110.peg.105","fig|1196095.114.peg.1446","fig|1196095.101.peg.1919","fig|1196095.106.peg.2255","fig|1196095.109.peg.760","fig|1196095.116.peg.2635","fig|1196095.128.peg.1267","fig|1196095.117.peg.1832","fig|1196095.99.peg.2466","fig|1196095.135.peg.896","fig|1196095.98.peg.2412","fig|1196095.119.peg.1089","fig|1196095.103.peg.1848","fig|1196095.115.peg.897","fig|1196095.108.peg.251","fig|1196095.111.peg.65","fig|1196095.130.peg.1076","fig|1196095.126.peg.1698","fig|1196095.113.peg.785","fig|1196095.120.peg.793","fig|1196095.100.peg.1875","fig|1196095.134.peg.408","fig|1196095.107.peg.1751","fig|1196095.127.peg.2200","fig|1196095.96.peg.1863","fig|1196095.97.peg.1525","fig|1196095.95.peg.869","fig|1196095.102.peg.2107","fig|1196095.105.peg.1231","fig|1196095.123.peg.1067","fig|1196095.112.peg.2166","fig|1196095.121.peg.556","fig|1196095.104.peg.1020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001337:","fig|1196095.102.peg.833","fig|1196095.99.peg.1204","fig|1196095.94.peg.809","fig|1196095.109.peg.2209","fig|1196095.127.peg.1894","fig|1196095.129.peg.1303","fig|1196095.96.peg.1415","fig|1196095.101.peg.375","fig|1196095.110.peg.1383","fig|1196095.114.peg.2061","fig|1196095.135.peg.1341","fig|1196095.106.peg.2296","fig|1196095.128.peg.1665","fig|1196095.95.peg.1972","fig|1196095.122.peg.1712","fig|1196095.116.peg.2312","fig|1196095.119.peg.1245","fig|1196095.103.peg.1116","fig|1196095.120.peg.68","fig|1196095.105.peg.1285","fig|1196095.124.peg.988","fig|1196095.98.peg.860","fig|1196095.126.peg.248","fig|1196095.121.peg.992","fig|1196095.131.peg.474","fig|1196095.125.peg.1580","fig|1196095.115.peg.1646","fig|1196095.104.peg.2149","fig|1196095.132.peg.1276","fig|1196095.107.peg.114","fig|1196095.111.peg.818","fig|1196095.108.peg.1860","fig|1196095.112.peg.425","fig|1196095.100.peg.1738","fig|1196095.118.peg.410","fig|1196095.113.peg.1737","fig|1196095.117.peg.998","fig|1196095.130.peg.2012","fig|1196095.134.peg.2051","fig|1196095.123.peg.1914","fig|1196095.97.peg.267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001349:","fig|1196095.100.peg.1693","fig|1196095.113.peg.1783","fig|1196095.127.peg.1832","fig|1196095.108.peg.1813","fig|1196095.107.peg.778","fig|1196095.131.peg.520","fig|1196095.118.peg.1935","fig|1196095.128.peg.1616","fig|1196095.94.peg.1838","fig|1196095.102.peg.2267","fig|1196095.122.peg.1649","fig|1196095.106.peg.442","fig|1196095.97.peg.1987","fig|1196095.126.peg.296","fig|1196095.109.peg.1781","fig|1196095.115.peg.554","fig|1196095.132.peg.1331","fig|1196095.121.peg.2591","fig|1196095.98.peg.483","fig|1196095.110.peg.1726","fig|1196095.99.peg.2016","fig|1196095.105.peg.1190","fig|1196095.129.peg.1353","fig|1196095.134.peg.919","fig|1196095.114.peg.2002","fig|1196095.111.peg.1161","fig|1196095.117.peg.384","fig|1196095.112.peg.1313","fig|1196095.119.peg.1295","fig|1196095.120.peg.877","fig|1196095.125.peg.1523","fig|1196095.123.peg.770","fig|1196095.124.peg.2233","fig|1196095.96.peg.68","fig|1196095.104.peg.248","fig|1196095.135.peg.140","fig|1196095.130.peg.2067","fig|1196095.95.peg.2043","fig|1196095.103.peg.1072","fig|1196095.116.peg.1672","fig|1196095.101.peg.420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001357:","fig|1196095.135.peg.194","fig|1196095.96.peg.127","fig|1196095.132.peg.849","fig|1196095.102.peg.379","fig|1196095.97.peg.1","fig|1196095.112.peg.1118","fig|1196095.97.peg.2334","fig|1196095.99.peg.2413","fig|1196095.111.peg.1056","fig|1196095.95.peg.759","fig|1196095.116.peg.2202","fig|1196095.106.peg.1070","fig|1196095.128.peg.417","fig|1196095.126.peg.1606","fig|1196095.110.peg.2700","fig|1196095.122.peg.1500","fig|1196095.101.peg.467","fig|1196095.98.peg.1152","fig|1196095.107.peg.2245","fig|1196095.127.peg.934","fig|1196095.108.peg.1506","fig|1196095.119.peg.948","fig|1196095.115.peg.1144","fig|1196095.94.peg.444","fig|1196095.100.peg.1643","fig|1196095.125.peg.1385","fig|1196095.134.peg.1393","fig|1196095.114.peg.255","fig|1196095.124.peg.2337","fig|1196095.123.peg.1533","fig|1196095.104.peg.886","fig|1196095.109.peg.1208","fig|1196095.105.peg.2320","fig|1196095.133.peg.3206","fig|1196095.117.peg.1105","fig|1196095.130.peg.2209","fig|1196095.120.peg.1102","fig|1196095.113.peg.1844","fig|1196095.121.peg.2732","fig|1196095.118.peg.80","fig|1196095.103.peg.1024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001428:","fig|1196095.134.peg.777","fig|1196095.120.peg.881","fig|1196095.94.peg.1676","fig|1196095.115.peg.2006","fig|1196095.95.peg.930","fig|1196095.102.peg.1031","fig|1196095.109.peg.1465","fig|1196095.133.peg.2678","fig|1196095.131.peg.784","fig|1196095.100.peg.1057","fig|1196095.124.peg.55","fig|1196095.106.peg.2012","fig|1196095.103.peg.1528","fig|1196095.122.peg.384","fig|1196095.99.peg.920","fig|1196095.112.peg.1887","fig|1196095.97.peg.1351","fig|1196095.117.peg.2079","fig|1196095.126.peg.368","fig|1196095.121.peg.917","fig|1196095.110.peg.1092","fig|1196095.119.peg.117","fig|1196095.123.peg.194","fig|1196095.118.peg.1278","fig|1196095.99.peg.716","fig|1196095.105.peg.439","fig|1196095.116.peg.798","fig|1196095.114.peg.44","fig|1196095.130.peg.841","fig|1196095.101.peg.1734","fig|1196095.104.peg.1850","fig|1196095.113.peg.388","fig|1196095.98.peg.895","fig|1196095.132.peg.1626","fig|1196095.96.peg.704","fig|1196095.129.peg.41","fig|1196095.111.peg.1253","fig|1196095.128.peg.1006","fig|1196095.127.peg.1559","fig|1196095.108.peg.2127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001468:","fig|1196095.126.peg.839","fig|1196095.105.peg.1439","fig|1196095.130.peg.1648","fig|1196095.110.peg.940","fig|1196095.116.peg.664","fig|1196095.104.peg.2167","fig|1196095.117.peg.208","fig|1196095.127.peg.558","fig|1196095.111.peg.2072","fig|1196095.105.peg.1732","fig|1196095.105.peg.906","fig|1196095.106.peg.272","fig|1196095.124.peg.5","fig|1196095.111.peg.2067","fig|1196095.116.peg.629","fig|1196095.110.peg.1398","fig|1196095.120.peg.2129","fig|1196095.104.peg.2162","fig|1196095.117.peg.215","fig|1196095.116.peg.1083","fig|1196095.111.peg.888","fig|1196095.106.peg.1227","fig|1196095.124.peg.1618","fig|1196095.116.peg.622","fig|1196095.106.peg.1232","fig|1196095.104.peg.1893","fig|1196095.117.peg.223","fig|1196095.118.peg.192","fig|1196095.118.peg.198","fig|1196095.116.peg.2324","fig|1196095.118.peg.108","fig|1196095.103.peg.259","fig|1196095.110.peg.1403","fig|1196095.134.peg.2450","fig|1196095.118.peg.168","fig|1196095.117.peg.1772","fig|1196095.117.peg.986","fig|1196095.118.peg.115","fig|1196095.124.peg.1624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001511:","fig|1196095.135.peg.2054","fig|1196095.115.peg.2009","fig|1196095.126.peg.365","fig|1196095.100.peg.1060","fig|1196095.130.peg.839","fig|1196095.118.peg.1275","fig|1196095.95.peg.937","fig|1196095.122.peg.381","fig|1196095.117.peg.2082","fig|1196095.120.peg.1543","fig|1196095.98.peg.2284","fig|1196095.106.peg.1353","fig|1196095.94.peg.1669","fig|1196095.109.peg.1436","fig|1196095.121.peg.915","fig|1196095.112.peg.1744","fig|1196095.124.peg.63","fig|1196095.123.peg.191","fig|1196095.108.peg.85","fig|1196095.134.peg.779","fig|1196095.111.peg.1255","fig|1196095.113.peg.87","fig|1196095.114.peg.41","fig|1196095.116.peg.801","fig|1196095.119.peg.1743","fig|1196095.125.peg.2008","fig|1196095.133.peg.2803","fig|1196095.127.peg.1556","fig|1196095.101.peg.1731","fig|1196095.99.peg.1474","fig|1196095.96.peg.1097","fig|1196095.105.peg.441","fig|1196095.132.peg.1629","fig|1196095.110.peg.1094","fig|1196095.104.peg.1848","fig|1196095.128.peg.1008","fig|1196095.103.peg.1532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001550:","fig|1196095.117.peg.1121","fig|1196095.96.peg.1907","fig|1196095.104.peg.991","fig|1196095.125.peg.1794","fig|1196095.117.peg.746","fig|1196095.121.peg.113","fig|1196095.124.peg.885","fig|1196095.112.peg.2080","fig|1196095.129.peg.1740","fig|1196095.102.peg.751","fig|1196095.113.peg.1257","fig|1196095.106.peg.1854","fig|1196095.108.peg.115","fig|1196095.120.peg.1647","fig|1196095.123.peg.1416","fig|1196095.111.peg.1900","fig|1196095.130.peg.1627","fig|1196095.134.peg.1197","fig|1196095.119.peg.301","fig|1196095.107.peg.1906","fig|1196095.118.peg.2120","fig|1196095.114.peg.748","fig|1196095.109.peg.1333","fig|1196095.95.peg.669","fig|1196095.116.peg.108","fig|1196095.122.peg.28","fig|1196095.105.peg.842","fig|1196095.127.peg.1912","fig|1196095.132.peg.1244","fig|1196095.110.peg.990","fig|1196095.98.peg.1366","fig|1196095.116.peg.1204","fig|1196095.115.peg.185","fig|1196095.96.peg.2430","fig|1196095.99.peg.1442","fig|1196095.94.peg.354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001590:","fig|1196095.114.peg.388","fig|1196095.118.peg.2521","fig|1196095.115.peg.2121","fig|1196095.101.peg.347","fig|1196095.109.peg.808","fig|1196095.104.peg.664","fig|1196095.107.peg.1368","fig|1196095.100.peg.989","fig|1196095.124.peg.2439","fig|1196095.103.peg.1141","fig|1196095.98.peg.161","fig|1196095.106.peg.1839","fig|1196095.102.peg.801","fig|1196095.113.peg.699","fig|1196095.123.peg.2195","fig|1196095.116.peg.2347","fig|1196095.135.peg.1321","fig|1196095.111.peg.2486","fig|1196095.120.peg.2371","fig|1196095.125.peg.1613","fig|1196095.126.peg.1636","fig|1196095.121.peg.1024","fig|1196095.117.peg.2689","fig|1196095.132.peg.1707","fig|1196095.99.peg.784","fig|1196095.108.peg.378","fig|1196095.119.peg.1972","fig|1196095.110.peg.1901","fig|1196095.105.peg.2133","fig|1196095.134.peg.2076","fig|1196095.127.peg.17","fig|1196095.122.peg.2003","fig|1196095.130.peg.1988","fig|1196095.128.peg.1689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001747:","fig|1196095.135.peg.1947","fig|1196095.99.peg.1853","fig|1196095.130.peg.1332","fig|1196095.119.peg.1784","fig|1196095.110.peg.437","fig|1196095.116.peg.1827","fig|1196095.97.peg.933","fig|1196095.120.peg.1513","fig|1196095.107.peg.1762","fig|1196095.133.peg.722","fig|1196095.109.peg.589","fig|1196095.106.peg.365","fig|1196095.95.peg.1497","fig|1196095.134.peg.2419","fig|1196095.98.peg.1897","fig|1196095.94.peg.973","fig|1196095.112.peg.1664","fig|1196095.104.peg.1659","fig|1196095.124.peg.924","fig|1196095.102.peg.1159","fig|1196095.117.peg.1433","fig|1196095.108.peg.760","fig|1196095.118.peg.2082","fig|1196095.113.peg.210","fig|1196095.105.peg.1720","fig|1196095.111.peg.1711","fig|1196095.96.peg.1391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001832:","fig|1196095.115.peg.505","fig|1196095.94.peg.1889","fig|1196095.105.peg.1149","fig|1196095.102.peg.2177","fig|1196095.110.peg.1762","fig|1196095.128.peg.2067","fig|1196095.121.peg.1649","fig|1196095.116.peg.1629","fig|1196095.117.peg.336","fig|1196095.130.peg.746","fig|1196095.96.peg.178","fig|1196095.106.peg.665","fig|1196095.94.peg.1933","fig|1196095.111.peg.1196","fig|1196095.131.peg.1571","fig|1196095.133.peg.2947","fig|1196095.104.peg.291","fig|1196095.129.peg.2167","fig|1196095.124.peg.2198","fig|1196095.114.peg.1948","fig|1196095.134.peg.1709","fig|1196095.118.peg.1970","fig|1196095.125.peg.1149","fig|1196095.95.peg.2095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001989:","fig|1196095.105.peg.381","fig|1196095.105.peg.1318","fig|1196095.120.peg.2399","fig|1196095.117.peg.1613","fig|1196095.116.peg.1104","fig|1196095.118.peg.379","fig|1196095.105.peg.1491","fig|1196095.102.peg.175","fig|1196095.117.peg.245","fig|1196095.108.peg.930","fig|1196095.118.peg.383","fig|1196095.106.peg.1836","fig|1196095.117.peg.253","fig|1196095.117.peg.959","fig|1196095.116.peg.642","fig|1196095.116.peg.1133","fig|1196095.113.peg.1057","fig|1196095.117.peg.1609","fig|1196095.117.peg.978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0001992:","fig|1196095.125.peg.1919","fig|1196095.98.peg.1094","fig|1196095.109.peg.1149","fig|1196095.104.peg.1241","fig|1196095.112.peg.880","fig|1196095.118.peg.661","fig|1196095.99.peg.1917","fig|1196095.96.peg.410","fig|1196095.111.peg.1420","fig|1196095.105.peg.2386","fig|1196095.121.peg.1799","fig|1196095.106.peg.1460","fig|1196095.97.peg.61","fig|1196095.119.peg.984","fig|1196095.120.peg.1159","fig|1196095.107.peg.6","fig|1196095.124.peg.1170","fig|1196095.110.peg.1785","fig|1196095.97.peg.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002093:","fig|1196095.110.peg.2015","fig|1196095.109.peg.218","fig|1196095.135.peg.1150","fig|1196095.126.peg.516","fig|1196095.104.peg.1394","fig|1196095.127.peg.630","fig|1196095.111.peg.665","fig|1196095.115.peg.630","fig|1196095.118.peg.1520","fig|1196095.116.peg.2433","fig|1196095.101.peg.871","fig|1196095.106.peg.1543","fig|1196095.99.peg.1991","fig|1196095.105.peg.1450","fig|1196095.130.peg.2019","fig|1196095.98.peg.2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002205:","fig|1196095.116.peg.1887","fig|1196095.116.peg.671","fig|1196095.118.peg.1023","fig|1196095.117.peg.2191","fig|1196095.117.peg.2188","fig|1196095.102.peg.1526","fig|1196095.102.peg.272","fig|1196095.102.peg.229","fig|1196095.118.peg.860","fig|1196095.105.peg.1458","fig|1196095.117.peg.1991","fig|1196095.106.peg.816","fig|1196095.102.peg.238","fig|1196095.129.peg.457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002223:","fig|1196095.121.peg.2254","fig|1196095.110.peg.687","fig|1196095.96.peg.1753","fig|1196095.116.peg.1750","fig|1196095.121.peg.2252","fig|1196095.121.peg.2253","fig|1196095.121.peg.2250","fig|1196095.104.peg.1884","fig|1196095.124.peg.14","fig|1196095.121.peg.2251","fig|1196095.117.peg.842","fig|1196095.106.peg.219","fig|1196095.105.peg.2094","fig|1196095.111.peg.763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002319:","fig|1196095.98.peg.1878","fig|1196095.118.peg.1578","fig|1196095.110.peg.2236","fig|1196095.104.peg.2388","fig|1196095.99.peg.1872","fig|1196095.132.peg.311","fig|1196095.124.peg.2560","fig|1196095.96.peg.1150","fig|1196095.111.peg.1800","fig|1196095.109.peg.608","fig|1196095.128.peg.98","fig|1196095.106.peg.1640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OG0002324:","fig|1196095.99.peg.1867","fig|1196095.110.peg.2231","fig|1196095.111.peg.1795","fig|1196095.104.peg.2393","fig|1196095.118.peg.1573","fig|1196095.132.peg.317","fig|1196095.98.peg.1883","fig|1196095.124.peg.2555","fig|1196095.109.peg.603","fig|1196095.128.peg.93","fig|1196095.96.peg.1145","fig|1196095.106.peg.1645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
