0_0: fig|200643.10.peg.10
1_1445: fig|200643.8.peg.957
1_1446: fig|200643.8.peg.959
1_1447: fig|200643.8.peg.963
1_1448: fig|200643.8.peg.968
1_1449: fig|200643.8.peg.979
1_1450: fig|200643.8.peg.984
1_1451: fig|200643.8.peg.985
1_1452: fig|200643.8.peg.989
1_1453: fig|200643.8.peg.990
1_1454: fig|200643.8.peg.991
1_1455: fig|200643.8.peg.992
1_1456: fig|200643.8.peg.993
1_1457: fig|200643.8.peg.994
1_1458: fig|200643.8.peg.995
1_1459: fig|200643.8.peg.996
1_1460: fig|200643.8.peg.999
1_1461: fig|200643.8.peg.1000
1_1462: fig|200643.8.peg.1007
1_1463: fig|200643.8.peg.1008
1_1464: fig|200643.8.peg.1022
1_1465: fig|200643.8.peg.1031
1_1466: fig|200643.8.peg.1049
1_1467: fig|200643.8.peg.1057
1_1468: fig|200643.8.peg.1061
1_1469: fig|200643.8.peg.1067
1_1470: fig|200643.8.peg.1070
1_1471: fig|200643.8.peg.1071
1_1472: fig|200643.8.peg.1072
1_1473: fig|200643.8.peg.1073
1_1474: fig|200643.8.peg.1074
1_1475: fig|200643.8.peg.1085
1_1476: fig|200643.8.peg.1087
1_1477: fig|200643.8.peg.1088
1_1478: fig|200643.8.peg.1089
1_1479: fig|200643.8.peg.1092
1_1480: fig|200643.8.peg.1093
1_1481: fig|200643.8.peg.1095
1_1482: fig|200643.8.peg.1102
1_1483: fig|200643.8.peg.1112
1_1484: fig|200643.8.peg.1116
1_1485: fig|200643.8.peg.1119
1_1486: fig|200643.8.peg.1121
1_1487: fig|200643.8.peg.1122
1_1488: fig|200643.8.peg.1123
1_1489: fig|200643.8.peg.1124
1_1490: fig|200643.8.peg.1126
1_1491: fig|200643.8.peg.1131
1_1492: fig|200643.8.peg.1142
1_1493: fig|200643.8.peg.1146
1_1494: fig|200643.8.peg.1152
1_1495: fig|200643.8.peg.1166
1_1496: fig|200643.8.peg.1168
1_1497: fig|200643.8.peg.1172
1_1498: fig|200643.8.peg.1189
1_1499: fig|200643.8.peg.1194
1_1500: fig|200643.8.peg.1198
1_1501: fig|200643.8.peg.1199
1_1502: fig|200643.8.peg.1200
1_1503: fig|200643.8.peg.1201
1_1504: fig|200643.8.peg.1202
1_1505: fig|200643.8.peg.1222
1_1506: fig|200643.8.peg.1224
1_1507: fig|200643.8.peg.1225
1_1508: fig|200643.8.peg.1232
1_1509: fig|200643.8.peg.1233
1_1510: fig|200643.8.peg.1238
1_1511: fig|200643.8.peg.1239
1_1512: fig|200643.8.peg.1247
1_1513: fig|200643.8.peg.1249
1_1514: fig|200643.8.peg.1261
1_1515: fig|200643.8.peg.1263
1_1516: fig|200643.8.peg.1264
1_1517: fig|200643.8.peg.1274
1_1518: fig|200643.8.peg.1279
1_1519: fig|200643.8.peg.1283
1_1520: fig|200643.8.peg.1287
1_1521: fig|200643.8.peg.1291
1_1522: fig|200643.8.peg.1296
1_1523: fig|200643.8.peg.1298
1_1524: fig|200643.8.peg.1299
1_1525: fig|200643.8.peg.1301
1_1526: fig|200643.8.peg.1306
1_1527: fig|200643.8.peg.1310
1_1528: fig|200643.8.peg.1320
1_1529: fig|200643.8.peg.1321
1_1530: fig|200643.8.peg.1328
1_1531: fig|200643.8.peg.1338
1_1532: fig|200643.8.peg.1340
1_1533: fig|200643.8.peg.1350
1_1534: fig|200643.8.peg.1352
1_1535: fig|200643.8.peg.1357
1_1536: fig|200643.8.peg.1359
1_1537: fig|200643.8.peg.1361
1_1538: fig|200643.8.peg.1364
1_1539: fig|200643.8.peg.1365
1_1540: fig|200643.8.peg.1369
1_1541: fig|200643.8.peg.1373
1_1542: fig|200643.8.peg.1377
1_1543: fig|200643.8.peg.1380
1_1544: fig|200643.8.peg.1383
1_1545: fig|200643.8.peg.1385
1_1546: fig|200643.8.peg.1386
1_1547: fig|200643.8.peg.1403
1_1548: fig|200643.8.peg.1404
1_1549: fig|200643.8.peg.1408
1_1550: fig|200643.8.peg.1417
1_1551: fig|200643.8.peg.1418
1_1552: fig|200643.8.peg.1419
1_1553: fig|200643.8.peg.1423
1_1554: fig|200643.8.peg.1425
1_1555: fig|200643.8.peg.1433
1_1556: fig|200643.8.peg.1439
1_1557: fig|200643.8.peg.1440
1_1558: fig|200643.8.peg.1446
1_1559: fig|200643.8.peg.1448
1_1560: fig|200643.8.peg.1453
1_1561: fig|200643.8.peg.1464
1_1562: fig|200643.8.peg.1466
1_1563: fig|200643.8.peg.1469
1_1564: fig|200643.8.peg.1483
1_1565: fig|200643.8.peg.1490
1_1566: fig|200643.8.peg.1494
1_1567: fig|200643.8.peg.1495
1_1568: fig|200643.8.peg.1498
1_1569: fig|200643.8.peg.1503
1_1570: fig|200643.8.peg.1517
1_1571: fig|200643.8.peg.1519
1_1572: fig|200643.8.peg.1536
1_1573: fig|200643.8.peg.1547
1_1574: fig|200643.8.peg.1559
1_1575: fig|200643.8.peg.1563
1_1576: fig|200643.8.peg.1565
1_1577: fig|200643.8.peg.1566
1_1578: fig|200643.8.peg.1567
1_1579: fig|200643.8.peg.1571
1_1580: fig|200643.8.peg.1573
1_1581: fig|200643.8.peg.1579
1_1582: fig|200643.8.peg.1580
1_1583: fig|200643.8.peg.1581
1_1584: fig|200643.8.peg.1584
1_1585: fig|200643.8.peg.1585
1_1586: fig|200643.8.peg.1586
1_1587: fig|200643.8.peg.1588
1_1588: fig|200643.8.peg.1590
1_1589: fig|200643.8.peg.1592
1_1590: fig|200643.8.peg.1594
1_1591: fig|200643.8.peg.1597
1_1592: fig|200643.8.peg.1607
1_1593: fig|200643.8.peg.1613
1_1594: fig|200643.8.peg.1625
1_1595: fig|200643.8.peg.1631
1_1596: fig|200643.8.peg.1635
1_1597: fig|200643.8.peg.1636
1_1598: fig|200643.8.peg.1645
1_1599: fig|200643.8.peg.1648
1_1600: fig|200643.8.peg.1655
1_1601: fig|200643.8.peg.1662
1_1602: fig|200643.8.peg.1672
1_1603: fig|200643.8.peg.1673
1_1604: fig|200643.8.peg.1685
1_1605: fig|200643.8.peg.1713
1_1606: fig|200643.8.peg.1717
1_1607: fig|200643.8.peg.1720
1_1608: fig|200643.8.peg.1721
1_1609: fig|200643.8.peg.1730
1_1610: fig|200643.8.peg.1743
1_1611: fig|200643.8.peg.1744
1_1612: fig|200643.8.peg.1751
1_1613: fig|200643.8.peg.1752
1_1614: fig|200643.8.peg.1753
1_1615: fig|200643.8.peg.1756
1_1616: fig|200643.8.peg.1757
1_1617: fig|200643.8.peg.1762
1_1618: fig|200643.8.peg.1763
1_1619: fig|200643.8.peg.1767
1_1620: fig|200643.8.peg.1769
1_1621: fig|200643.8.peg.1770
1_1622: fig|200643.8.peg.1788
1_1623: fig|200643.8.peg.1790
1_1624: fig|200643.8.peg.1804
1_1625: fig|200643.8.peg.1808
1_1626: fig|200643.8.peg.1810
1_1627: fig|200643.8.peg.1811
1_1628: fig|200643.8.peg.1812
1_1629: fig|200643.8.peg.1821
1_1630: fig|200643.8.peg.1827
1_1631: fig|200643.8.peg.1828
1_1632: fig|200643.8.peg.1830
1_1633: fig|200643.8.peg.1831
1_1634: fig|200643.8.peg.1832
1_1635: fig|200643.8.peg.1833
1_1636: fig|200643.8.peg.1834
1_1637: fig|200643.8.peg.1840
1_1638: fig|200643.8.peg.1854
1_1639: fig|200643.8.peg.1855
1_1640: fig|200643.8.peg.1883
1_1641: fig|200643.8.peg.1884
1_1642: fig|200643.8.peg.1899
1_1643: fig|200643.8.peg.1903
1_1644: fig|200643.8.peg.1913
1_1645: fig|200643.8.peg.1914
1_1646: fig|200643.8.peg.1915
1_1647: fig|200643.8.peg.1918
1_1648: fig|200643.8.peg.1926
1_1649: fig|200643.8.peg.1927
1_1650: fig|200643.8.peg.1928
1_1651: fig|200643.8.peg.1929
1_1652: fig|200643.8.peg.1935
1_1653: fig|200643.8.peg.1936
1_1654: fig|200643.8.peg.1937
1_1655: fig|200643.8.peg.1938
1_1656: fig|200643.8.peg.1942
1_1657: fig|200643.8.peg.1947
1_1658: fig|200643.8.peg.1948
1_1659: fig|200643.8.peg.1949
1_1660: fig|200643.8.peg.1950
1_1661: fig|200643.8.peg.1958
1_1662: fig|200643.8.peg.1963
1_1663: fig|200643.8.peg.1968
1_1664: fig|200643.8.peg.1969
1_1665: fig|200643.8.peg.1975
1_1666: fig|200643.8.peg.1989
1_1667: fig|200643.8.peg.2008
1_1668: fig|200643.8.peg.2009
1_1669: fig|200643.8.peg.2012
1_1670: fig|200643.8.peg.2013
1_1671: fig|200643.8.peg.2016
1_1672: fig|200643.8.peg.2021
1_1673: fig|200643.8.peg.2027
1_1674: fig|200643.8.peg.2031
1_1675: fig|200643.8.peg.2044
1_1676: fig|200643.8.peg.2046
1_1677: fig|200643.8.peg.2052
1_1678: fig|200643.8.peg.2056
1_1679: fig|200643.8.peg.2064
1_1680: fig|200643.8.peg.2067
1_1681: fig|200643.8.peg.2068
1_1682: fig|200643.8.peg.2070
1_1683: fig|200643.8.peg.2071
1_1684: fig|200643.8.peg.2079
1_1685: fig|200643.8.peg.2080
1_1686: fig|200643.8.peg.2083
1_1687: fig|200643.8.peg.2084
1_1688: fig|200643.8.peg.2104
1_1689: fig|200643.8.peg.2113
1_1690: fig|200643.8.peg.2128
1_1691: fig|200643.8.peg.2129
1_1692: fig|200643.8.peg.2130
1_1693: fig|200643.8.peg.2132
1_1694: fig|200643.8.peg.2137
1_1695: fig|200643.8.peg.2139
1_1696: fig|200643.8.peg.2143
1_1697: fig|200643.8.peg.2148
1_1698: fig|200643.8.peg.2164
1_1699: fig|200643.8.peg.2168
1_1700: fig|200643.8.peg.2170
1_1701: fig|200643.8.peg.2171
1_1702: fig|200643.8.peg.2180
1_1703: fig|200643.8.peg.2181
1_1704: fig|200643.8.peg.2183
1_1705: fig|200643.8.peg.2193
1_1706: fig|200643.8.peg.2194
1_1707: fig|200643.8.peg.2196
1_1708: fig|200643.8.peg.2201
1_1709: fig|200643.8.peg.2202
1_1710: fig|200643.8.peg.2206
1_1711: fig|200643.8.peg.2208
1_1712: fig|200643.8.peg.2210
1_1713: fig|200643.8.peg.2212
1_1714: fig|200643.8.peg.2214
1_1715: fig|200643.8.peg.2219
1_1716: fig|200643.8.peg.2220
1_1717: fig|200643.8.peg.2221
1_1718: fig|200643.8.peg.2222
1_1719: fig|200643.8.peg.2223
1_1720: fig|200643.8.peg.2224
1_1721: fig|200643.8.peg.2225
1_1722: fig|200643.8.peg.2229
1_1723: fig|200643.8.peg.2230
1_1724: fig|200643.8.peg.2232
1_1725: fig|200643.8.peg.2234
1_1726: fig|200643.8.peg.2236
1_1727: fig|200643.8.peg.2239
1_1728: fig|200643.8.peg.2249
1_1729: fig|200643.8.peg.2255
1_1730: fig|200643.8.peg.2258
1_1731: fig|200643.8.peg.2261
1_1732: fig|200643.8.peg.2262
1_1733: fig|200643.8.peg.2263
1_1734: fig|200643.8.peg.2264
1_1735: fig|200643.8.peg.2271
1_1736: fig|200643.8.peg.2274
1_1737: fig|200643.8.peg.2275
1_1738: fig|200643.8.peg.2288
1_1739: fig|200643.8.peg.2299
1_1740: fig|200643.8.peg.2304
1_1741: fig|200643.8.peg.2305
1_1742: fig|200643.8.peg.2309
1_1743: fig|200643.8.peg.2314
1_1744: fig|200643.8.peg.2315
1_1745: fig|200643.8.peg.2317
1_1746: fig|200643.8.peg.2328
1_1747: fig|200643.8.peg.2329
1_1748: fig|200643.8.peg.2004
1_1749: fig|200643.8.peg.2114
1_1750: fig|200643.8.peg.1055
1_1751: fig|200643.8.peg.1857
1_1752: fig|200643.8.peg.1890
1_1753: fig|200643.8.peg.50
1_1754: fig|200643.8.peg.1051
1_1755: fig|200643.8.peg.1646
1_1756: fig|200643.8.peg.1111
1_1757: fig|200643.8.peg.1518
1_1758: fig|200643.8.peg.254
1_1759: fig|200643.8.peg.1052
1_1760: fig|200643.8.peg.2093
1_1761: fig|200643.8.peg.1054
1_1762: fig|200643.8.peg.447
1_1763: fig|200643.8.peg.891
1_1764: fig|200643.8.peg.1956
1_1765: fig|200643.8.peg.2252
1_1766: fig|200643.8.peg.1330
1_1767: fig|200643.8.peg.854
1_1768: fig|200643.8.peg.464
1_1769: fig|200643.8.peg.666
1_1770: fig|200643.8.peg.802
1_1771: fig|200643.8.peg.1898
1_1772: fig|200643.8.peg.1610
1_1773: fig|200643.8.peg.415
1_1774: fig|200643.8.peg.567
1_1775: fig|200643.8.peg.196
1_1776: fig|200643.8.peg.566
1_1777: fig|200643.8.peg.1075
1_1778: fig|200643.8.peg.644
1_1779: fig|200643.8.peg.600
1_1780: fig|200643.8.peg.2311
1_1781: fig|200643.8.peg.1723
1_1782: fig|200643.8.peg.1718
1_1783: fig|200643.8.peg.2126
1_1784: fig|200643.8.peg.16
1_1785: fig|200643.8.peg.508
1_1786: fig|200643.8.peg.695
1_1787: fig|200643.8.peg.564
1_1788: fig|200643.8.peg.851
1_1789: fig|200643.8.peg.512
1_1790: fig|200643.8.peg.373
1_1791: fig|200643.8.peg.1604
1_1792: fig|200643.8.peg.1856
1_1793: fig|200643.8.peg.608
1_1794: fig|200643.8.peg.1618
1_1795: fig|200643.8.peg.374
1_1796: fig|200643.8.peg.1349
1_1797: fig|200643.8.peg.1748
1_1798: fig|200643.8.peg.1889
1_1799: fig|200643.8.peg.2072
1_1800: fig|200643.8.peg.2199
1_1801: fig|200643.8.peg.1837
1_1802: fig|200643.8.peg.853
1_1803: fig|200643.8.peg.1725
1_1804: fig|200643.8.peg.1125
1_1805: fig|200643.8.peg.1397
1_1806: fig|200643.8.peg.1259
1_1807: fig|200643.8.peg.461
1_1808: fig|200643.8.peg.1484
1_1809: fig|200643.8.peg.2060
1_1810: fig|200643.8.peg.1273
1_1811: fig|200643.8.peg.1917
1_1812: fig|200643.8.peg.2065
1_1813: fig|200643.8.peg.2062
1_1814: fig|200643.8.peg.1120
1_1815: fig|200643.8.peg.908
1_1816: fig|200643.8.peg.1650
1_1817: fig|200643.8.peg.857
1_1818: fig|200643.8.peg.1510
1_1819: fig|200643.8.peg.98
1_1820: fig|200643.8.peg.2149
1_1821: fig|200643.8.peg.1722
1_1822: fig|200643.8.peg.1838
1_1823: fig|200643.8.peg.1062
1_1824: fig|200643.8.peg.372
1_1825: fig|200643.8.peg.803
1_1826: fig|200643.8.peg.2218
1_1827: fig|200643.8.peg.1257
1_1828: fig|200643.8.peg.402
1_1829: fig|200643.8.peg.1356
1_1830: fig|200643.8.peg.593
1_1831: fig|200643.8.peg.2174
1_1832: fig|200643.8.peg.1251
1_1833: fig|200643.8.peg.1682
1_1834: fig|200643.8.peg.466
1_1835: fig|200643.8.peg.1355
1_1836: fig|200643.8.peg.154
1_1837: fig|200643.8.peg.707
1_1838: fig|200643.8.peg.2150
1_1839: fig|200643.8.peg.249
1_1840: fig|200643.8.peg.611
1_1841: fig|200643.8.peg.210
1_1842: fig|200643.8.peg.448
1_1843: fig|200643.8.peg.1614
1_1844: fig|200643.8.peg.889
1_1845: fig|200643.8.peg.660
1_1846: fig|200643.8.peg.694
1_1847: fig|200643.8.peg.646
1_1848: fig|200643.8.peg.2123
1_1849: fig|200643.8.peg.1253
1_1850: fig|200643.8.peg.602
1_1851: fig|200643.8.peg.997
1_1852: fig|200643.8.peg.1596
1_1853: fig|200643.8.peg.2063
1_1854: fig|200643.8.peg.250
1_1855: fig|200643.8.peg.253
1_1856: fig|200643.8.peg.2316
1_1857: fig|200643.8.peg.332
1_1858: fig|200643.8.peg.1450
1_1859: fig|200643.8.peg.376
1_1860: fig|200643.8.peg.961
1_1861: fig|200643.8.peg.554
1_1862: fig|200643.8.peg.1354
1_1863: fig|200643.8.peg.1621
1_1864: fig|200643.8.peg.2028
1_1865: fig|200643.8.peg.2125
1_1866: fig|200643.8.peg.252
1_1867: fig|200643.8.peg.1452
1_1868: fig|200643.8.peg.1367
1_1869: fig|200643.8.peg.1776
1_1870: fig|200643.8.peg.336
1_1871: fig|200643.8.peg.326
1_1872: fig|200643.8.peg.1144
1_1873: fig|200643.8.peg.474
1_1874: fig|200643.8.peg.1145
1_1875: fig|200643.8.peg.2240
1_1876: fig|200643.8.peg.70
1_1877: fig|200643.8.peg.572
1_1878: fig|200643.8.peg.1319
1_1879: fig|200643.8.peg.149
1_1880: fig|200643.8.peg.150
1_1881: fig|200643.8.peg.475
1_1882: fig|200643.8.peg.2327
1_1883: fig|200643.8.peg.383
1_1884: fig|200643.8.peg.1468
1_1885: fig|200643.8.peg.501
1_1886: fig|200643.8.peg.1080
1_1887: fig|200643.8.peg.1081
1_1888: fig|200643.8.peg.1098
1_1889: fig|200643.8.peg.2025
1_1890: fig|200643.8.peg.1076
1_1891: fig|200643.8.peg.1479
1_1892: fig|200643.8.peg.2325
1_1893: fig|200643.8.peg.46
1_1894: fig|200643.8.peg.1451
1_1895: fig|200643.8.peg.2034
1_1896: fig|200643.8.peg.847
1_1897: fig|200643.8.peg.1627
1_1898: fig|200643.8.peg.2323
1_1899: fig|200643.8.peg.2324
1_1900: fig|200643.8.peg.2326
1_1901: fig|200643.8.peg.1761
1_1902: fig|200643.8.peg.1816
1_1903: fig|200643.8.peg.1391
1_1904: fig|200643.8.peg.1272
1_1905: fig|200643.8.peg.1366
1_1906: fig|200643.8.peg.1781
1_1907: fig|200643.8.peg.1813
1_1908: fig|200643.8.peg.753
1_1909: fig|200643.8.peg.1027
1_1910: fig|200643.8.peg.907
1_1911: fig|200643.8.peg.1026
1_1912: fig|200643.8.peg.1211
1_1913: fig|200643.8.peg.1389
1_1914: fig|200643.8.peg.1502
1_1915: fig|200643.8.peg.1250
1_1916: fig|200643.8.peg.982
1_1917: fig|200643.8.peg.410
1_1918: fig|200643.8.peg.843
1_1919: fig|200643.8.peg.955
1_1920: fig|200643.8.peg.551
1_1921: fig|200643.8.peg.1010
1_1922: fig|200643.8.peg.2186
1_1923: fig|200643.8.peg.619
1_1924: fig|200643.8.peg.1029
1_1925: fig|200643.8.peg.1864
1_1926: fig|200643.8.peg.2151
1_1927: fig|200643.8.peg.1467
1_1928: fig|200643.8.peg.2152
1_1929: fig|200643.8.peg.1396
1_1930: fig|200643.8.peg.1471
1_1931: fig|200643.8.peg.2211
1_1932: fig|200643.8.peg.331
1_1933: fig|200643.8.peg.2001
1_1934: fig|200643.8.peg.2293
1_1935: fig|200643.8.peg.2003
1_1936: fig|200643.8.peg.2153
1_1937: fig|200643.8.peg.1456
1_1938: fig|200643.8.peg.2050
1_1939: fig|200643.8.peg.265
1_1940: fig|200643.8.peg.228
1_1941: fig|200643.8.peg.1387
1_1942: fig|200643.8.peg.1482
1_1943: fig|200643.8.peg.2285
1_1944: fig|200643.8.peg.1218
1_1945: fig|200643.8.peg.534
1_1946: fig|200643.8.peg.2155
1_1947: fig|200643.8.peg.1750
1_1948: fig|200643.8.peg.1867
1_1949: fig|200643.8.peg.598
1_1950: fig|200643.8.peg.1344
1_1951: fig|200643.8.peg.1800
1_1952: fig|200643.8.peg.2156
1_1953: fig|200643.8.peg.1028
1_1954: fig|200643.8.peg.691
1_1955: fig|200643.8.peg.1362
1_1956: fig|200643.8.peg.1230
1_1957: fig|200643.8.peg.1285
1_1958: fig|200643.8.peg.193
1_1959: fig|200643.8.peg.594
1_1960: fig|200643.8.peg.1515
1_1961: fig|200643.8.peg.1213
1_1962: fig|200643.8.peg.1615
1_1963: fig|200643.8.peg.1617
1_1964: fig|200643.8.peg.104
1_1965: fig|200643.8.peg.744
1_1966: fig|200643.8.peg.742
1_1967: fig|200643.8.peg.240
1_1968: fig|200643.8.peg.465
1_1969: fig|200643.8.peg.544
1_1970: fig|200643.8.peg.1455
1_1971: fig|200643.8.peg.314
1_1972: fig|200643.8.peg.1620
1_1973: fig|200643.8.peg.1869
1_1974: fig|200643.8.peg.747
1_1975: fig|200643.8.peg.1173
1_1976: fig|200643.8.peg.622
1_1977: fig|200643.8.peg.752
1_1978: fig|200643.8.peg.1773
1_1979: fig|200643.8.peg.1394
1_1980: fig|200643.8.peg.1522
1_1981: fig|200643.8.peg.1998
1_1982: fig|200643.8.peg.1530
1_1983: fig|200643.8.peg.1351
1_1984: fig|200643.8.peg.1842
1_1985: fig|200643.8.peg.1892
1_1986: fig|200643.8.peg.736
1_1987: fig|200643.8.peg.669
1_1988: fig|200643.8.peg.931
1_1989: fig|200643.8.peg.962
1_1990: fig|200643.8.peg.751
1_1991: fig|200643.8.peg.1240
1_1992: fig|200643.8.peg.2022
1_1993: fig|200643.8.peg.290
1_1994: fig|200643.8.peg.2076
1_1995: fig|200643.8.peg.1011
1_1996: fig|200643.8.peg.1078
1_1997: fig|200643.8.peg.1079
1_1998: fig|200643.8.peg.1457
1_1999: fig|200643.8.peg.1509
1_2000: fig|200643.8.peg.1874
1_2001: fig|200643.8.peg.1002
1_2002: fig|200643.8.peg.1004
1_2003: fig|200643.8.peg.1335
1_2004: fig|200643.8.peg.743
1_2005: fig|200643.8.peg.1185
1_2006: fig|200643.8.peg.110
1_2007: fig|200643.8.peg.981
1_2008: fig|200643.8.peg.1711
1_2009: fig|200643.8.peg.311
1_2010: fig|200643.8.peg.1616
1_2011: fig|200643.8.peg.570
1_2012: fig|200643.8.peg.1077
1_2013: fig|200643.8.peg.1432
1_2014: fig|200643.8.peg.2037
1_2015: fig|200643.8.peg.1245
1_2016: fig|200643.8.peg.2250
1_2017: fig|200643.8.peg.2005
1_2018: fig|200643.8.peg.2089
1_2019: fig|200643.8.peg.208
1_2020: fig|200643.8.peg.460
1_2021: fig|200643.8.peg.198
1_2022: fig|200643.8.peg.471
1_2023: fig|200643.8.peg.595
1_2024: fig|200643.8.peg.498
1_2025: fig|200643.8.peg.589
1_2026: fig|200643.8.peg.450
1_2027: fig|200643.8.peg.1862
1_2028: fig|200643.8.peg.951
1_2029: fig|200643.8.peg.1129
1_2030: fig|200643.8.peg.983
1_2031: fig|200643.8.peg.484
1_2032: fig|200643.8.peg.667
1_2033: fig|200643.8.peg.1001
1_2034: fig|200643.8.peg.1347
1_2035: fig|200643.8.peg.1454
1_2036: fig|200643.8.peg.1600
1_2037: fig|200643.8.peg.2266
1_2038: fig|200643.8.peg.142
1_2039: fig|200643.8.peg.467
1_2040: fig|200643.8.peg.155
1_2041: fig|200643.8.peg.156
1_2042: fig|200643.8.peg.700
1_2043: fig|200643.8.peg.2313
1_2044: fig|200643.8.peg.1858
1_2045: fig|200643.8.peg.2085
1_2046: fig|200643.8.peg.457
1_2047: fig|200643.8.peg.1560
1_2048: fig|200643.8.peg.44
1_2049: fig|200643.8.peg.455
1_2050: fig|200643.8.peg.1214
1_2051: fig|200643.8.peg.1595
1_2052: fig|200643.8.peg.2268
1_2053: fig|200643.8.peg.462
1_2054: fig|200643.8.peg.1846
1_2055: fig|200643.8.peg.1875
1_2056: fig|200643.8.peg.1894
1_2057: fig|200643.8.peg.76
1_2058: fig|200643.8.peg.767
1_2059: fig|200643.8.peg.1046
1_2060: fig|200643.8.peg.1871
1_2061: fig|200643.8.peg.988
1_2062: fig|200643.8.peg.2188
1_2063: fig|200643.8.peg.2110
1_2064: fig|200643.8.peg.2172
1_2065: fig|200643.8.peg.1860
1_2066: fig|200643.8.peg.775
1_2067: fig|200643.8.peg.987
1_2068: fig|200643.8.peg.846
1_2069: fig|200643.8.peg.1248
1_2070: fig|200643.8.peg.2177
1_2071: fig|200643.8.peg.2204
1_2072: fig|200643.8.peg.107
1_2073: fig|200643.8.peg.365
1_2074: fig|200643.8.peg.1578
1_2075: fig|200643.8.peg.49
1_2076: fig|200643.8.peg.273
1_2077: fig|200643.8.peg.634
1_2078: fig|200643.8.peg.1104
1_2079: fig|200643.8.peg.2306
1_2080: fig|200643.8.peg.485
1_2081: fig|200643.8.peg.902
1_2082: fig|200643.8.peg.914
1_2083: fig|200643.8.peg.1458
1_2084: fig|200643.8.peg.1589
1_2085: fig|200643.8.peg.1861
1_2086: fig|200643.8.peg.702
1_2087: fig|200643.8.peg.1158
1_2088: fig|200643.8.peg.1378
1_2089: fig|200643.8.peg.1449
1_2090: fig|200643.8.peg.1663
1_2091: fig|200643.8.peg.1876
1_2092: fig|200643.8.peg.2319
1_2093: fig|200643.8.peg.2321
1_2094: fig|200643.8.peg.214
1_2095: fig|200643.8.peg.2248
1_2096: fig|200643.8.peg.268
1_2097: fig|200643.8.peg.953
1_2098: fig|200643.8.peg.1284
1_2099: fig|200643.8.peg.463
1_2100: fig|200643.8.peg.746
1_2101: fig|200643.8.peg.2024
1_2102: fig|200643.8.peg.701
1_2103: fig|200643.8.peg.2158
1_2104: fig|200643.8.peg.2033
1_2105: fig|200643.8.peg.1873
1_2106: fig|200643.8.peg.377
1_2107: fig|200643.8.peg.728
1_2108: fig|200643.8.peg.2088
1_2109: fig|200643.8.peg.1267
1_2110: fig|200643.8.peg.1792
1_2111: fig|200643.8.peg.597
1_2112: fig|200643.8.peg.2159
1_2113: fig|200643.8.peg.248
1_2114: fig|200643.8.peg.1162
1_2115: fig|200643.8.peg.1399
1_2116: fig|200643.8.peg.219
1_2117: fig|200643.8.peg.635
1_2118: fig|200643.8.peg.855
1_2119: fig|200643.8.peg.1516
1_2120: fig|200643.8.peg.748
1_2121: fig|200643.8.peg.620
1_2122: fig|200643.8.peg.1870
1_2123: fig|200643.8.peg.2160
1_2124: fig|200643.8.peg.2292
1_2125: fig|200643.8.peg.167
1_2126: fig|200643.8.peg.631
1_2127: fig|200643.8.peg.696
1_2128: fig|200643.8.peg.1268
1_2129: fig|200643.8.peg.1156
1_2130: fig|200643.8.peg.2161
1_2131: fig|200643.8.peg.737
1_2132: fig|200643.8.peg.756
1_2133: fig|200643.8.peg.1282
1_2134: fig|200643.8.peg.2281
1_2135: fig|200643.8.peg.1228
1_2136: fig|200643.8.peg.1512
1_2137: fig|200643.8.peg.304
1_2138: fig|200643.8.peg.368
1_2139: fig|200643.8.peg.630
1_2140: fig|200643.8.peg.1308
1_2141: fig|200643.8.peg.470
1_2142: fig|200643.8.peg.633
1_2143: fig|200643.8.peg.34
1_2144: fig|200643.8.peg.438
1_2145: fig|200643.8.peg.733
1_2146: fig|200643.8.peg.1388
1_2147: fig|200643.8.peg.1311
1_2148: fig|200643.8.peg.192
1_2149: fig|200643.8.peg.256
1_2150: fig|200643.8.peg.1577
1_2151: fig|200643.8.peg.1114
1_2152: fig|200643.8.peg.1601
1_2153: fig|200643.8.peg.871
1_2154: fig|200643.8.peg.237
1_2155: fig|200643.8.peg.469
1_2156: fig|200643.8.peg.473
1_2157: fig|200643.8.peg.874
1_2158: fig|200643.8.peg.1236
1_2159: fig|200643.8.peg.2322
1_2160: fig|200643.8.peg.452
1_2161: fig|200643.8.peg.1558
1_2162: fig|200643.8.peg.1681
1_2163: fig|200643.8.peg.379
1_2164: fig|200643.8.peg.998
1_2165: fig|200643.8.peg.1269
1_2166: fig|200643.8.peg.1678
1_2167: fig|200643.8.peg.1896
1_2168: fig|200643.8.peg.2086
1_2169: fig|200643.8.peg.978
1_2170: fig|200643.8.peg.2245
1_2171: fig|200643.8.peg.1872
1_2172: fig|200643.8.peg.599
1_2173: fig|200643.8.peg.2176
1_2174: fig|200643.8.peg.638
1_2175: fig|200643.8.peg.810
1_2176: fig|200643.8.peg.333
1_2177: fig|200643.8.peg.578
1_2178: fig|200643.8.peg.986
1_2179: fig|200643.8.peg.1115
1_2180: fig|200643.8.peg.1511
1_2181: fig|200643.8.peg.161
1_2182: fig|200643.8.peg.750
1_2183: fig|200643.8.peg.758
1_2184: fig|200643.8.peg.1157
1_2185: fig|200643.8.peg.30
1_2186: fig|200643.8.peg.456
1_2187: fig|200643.8.peg.62
1_2188: fig|200643.8.peg.1159
1_2189: fig|200643.8.peg.1436
1_2190: fig|200643.8.peg.755
