"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42"
"OG0000320:","fig|1196095.96.peg.253","fig|1196095.108.peg.268","fig|1196095.127.peg.2249","fig|1196095.98.peg.2306","fig|1196095.110.peg.117","fig|1196095.112.peg.1722","fig|1196095.119.peg.586","fig|1196095.114.peg.1280","fig|1196095.100.peg.2","fig|1196095.123.peg.738","fig|1196095.132.peg.1864","fig|1196095.102.peg.1413","fig|1196095.115.peg.1771","fig|1196095.135.peg.442","fig|1196095.116.peg.2618","fig|1196095.95.peg.193","fig|1196095.113.peg.802","fig|1196095.106.peg.540","fig|1196095.121.peg.2304","fig|1196095.134.peg.562","fig|1196095.130.peg.90","fig|1196095.118.peg.553","fig|1196095.101.peg.70","fig|1196095.128.peg.2217","fig|1196095.99.peg.1452","fig|1196095.129.peg.825","fig|1196095.122.peg.1408","fig|1196095.94.peg.748","fig|1196095.104.peg.1008","fig|1196095.133.peg.2690","fig|1196095.124.peg.618","fig|1196095.103.peg.978","fig|1196095.107.peg.1787","fig|1196095.97.peg.1203","fig|1196095.109.peg.1414","fig|1196095.111.peg.77","fig|1196095.117.peg.1849","fig|1196095.120.peg.1565","fig|1196095.105.peg.1221","fig|1196095.126.peg.861","fig|1196095.125.peg.447","fig|1196095.131.peg.554"
"OG0000715:","fig|1196095.102.peg.925","fig|1196095.99.peg.116","fig|1196095.125.peg.1855","fig|1196095.103.peg.1605","fig|1196095.128.peg.1834","fig|1196095.112.peg.822","fig|1196095.127.peg.608","fig|1196095.118.peg.723","fig|1196095.119.peg.1375","fig|1196095.126.peg.542","fig|1196095.111.peg.2626","fig|1196095.94.peg.616","fig|1196095.124.peg.2604","fig|1196095.122.peg.477","fig|1196095.132.peg.291","fig|1196095.113.peg.1017","fig|1196095.104.peg.2231","fig|1196095.105.peg.2032","fig|1196095.131.peg.231","fig|1196095.134.peg.71","fig|1196095.114.peg.790","fig|1196095.110.peg.2286","fig|1196095.96.peg.1688","fig|1196095.130.peg.127","fig|1196095.106.peg.1107","fig|1196095.107.peg.1732","fig|1196095.100.peg.1142","fig|1196095.116.peg.31","fig|1196095.117.peg.670","fig|1196095.115.peg.608","fig|1196095.95.peg.1583","fig|1196095.98.peg.979","fig|1196095.133.peg.2901","fig|1196095.129.peg.1798","fig|1196095.109.peg.706","fig|1196095.123.peg.1376","fig|1196095.101.peg.897","fig|1196095.108.peg.890","fig|1196095.121.peg.1262","fig|1196095.97.peg.2210","fig|1196095.135.peg.1863","fig|1196095.120.peg.2434"
"OG0000716:","fig|1196095.112.peg.821","fig|1196095.117.peg.669","fig|1196095.129.peg.1799","fig|1196095.99.peg.115","fig|1196095.102.peg.926","fig|1196095.125.peg.1854","fig|1196095.103.peg.1604","fig|1196095.133.peg.1905","fig|1196095.128.peg.1833","fig|1196095.118.peg.722","fig|1196095.119.peg.1376","fig|1196095.122.peg.478","fig|1196095.94.peg.615","fig|1196095.123.peg.1375","fig|1196095.124.peg.2605","fig|1196095.120.peg.2433","fig|1196095.113.peg.1018","fig|1196095.111.peg.2625","fig|1196095.96.peg.1689","fig|1196095.108.peg.891","fig|1196095.105.peg.2033","fig|1196095.104.peg.2230","fig|1196095.131.peg.232","fig|1196095.134.peg.72","fig|1196095.114.peg.791","fig|1196095.110.peg.2287","fig|1196095.130.peg.128","fig|1196095.116.peg.30","fig|1196095.106.peg.1106","fig|1196095.100.peg.1143","fig|1196095.107.peg.1733","fig|1196095.115.peg.609","fig|1196095.95.peg.1582","fig|1196095.127.peg.609","fig|1196095.126.peg.541","fig|1196095.109.peg.707","fig|1196095.98.peg.980","fig|1196095.101.peg.896","fig|1196095.121.peg.1261","fig|1196095.97.peg.2209","fig|1196095.135.peg.1862","fig|1196095.132.peg.290"
"OG0000717:","fig|1196095.105.peg.2035","fig|1196095.117.peg.667","fig|1196095.107.peg.1417","fig|1196095.125.peg.1852","fig|1196095.103.peg.1602","fig|1196095.128.peg.1831","fig|1196095.98.peg.983","fig|1196095.104.peg.2228","fig|1196095.123.peg.1373","fig|1196095.119.peg.1379","fig|1196095.112.peg.955","fig|1196095.94.peg.613","fig|1196095.124.peg.2607","fig|1196095.135.peg.1860","fig|1196095.118.peg.720","fig|1196095.113.peg.1020","fig|1196095.108.peg.893","fig|1196095.130.peg.131","fig|1196095.102.peg.1759","fig|1196095.131.peg.234","fig|1196095.96.peg.1691","fig|1196095.134.peg.75","fig|1196095.114.peg.793","fig|1196095.110.peg.2289","fig|1196095.116.peg.28","fig|1196095.99.peg.1351","fig|1196095.100.peg.1145","fig|1196095.106.peg.1104","fig|1196095.122.peg.480","fig|1196095.115.peg.611","fig|1196095.133.peg.2566","fig|1196095.95.peg.1580","fig|1196095.101.peg.894","fig|1196095.126.peg.539","fig|1196095.129.peg.1801","fig|1196095.127.peg.611","fig|1196095.109.peg.710","fig|1196095.120.peg.2429","fig|1196095.132.peg.288","fig|1196095.97.peg.2207","fig|1196095.111.peg.2623","fig|1196095.121.peg.1259"
"OG0000718:","fig|1196095.105.peg.2036","fig|1196095.117.peg.666","fig|1196095.125.peg.1851","fig|1196095.122.peg.481","fig|1196095.126.peg.538","fig|1196095.103.peg.1601","fig|1196095.119.peg.1380","fig|1196095.94.peg.612","fig|1196095.131.peg.235","fig|1196095.112.peg.954","fig|1196095.123.peg.1372","fig|1196095.107.peg.1416","fig|1196095.124.peg.2608","fig|1196095.98.peg.984","fig|1196095.118.peg.719","fig|1196095.113.peg.1021","fig|1196095.108.peg.894","fig|1196095.130.peg.132","fig|1196095.102.peg.1758","fig|1196095.104.peg.2227","fig|1196095.96.peg.1692","fig|1196095.128.peg.1830","fig|1196095.134.peg.76","fig|1196095.110.peg.2290","fig|1196095.116.peg.27","fig|1196095.100.peg.1146","fig|1196095.106.peg.1103","fig|1196095.115.peg.612","fig|1196095.95.peg.1579","fig|1196095.114.peg.794","fig|1196095.99.peg.1352","fig|1196095.101.peg.893","fig|1196095.129.peg.1802","fig|1196095.133.peg.2567","fig|1196095.109.peg.711","fig|1196095.127.peg.612","fig|1196095.120.peg.2428","fig|1196095.132.peg.287","fig|1196095.97.peg.2206","fig|1196095.111.peg.2622","fig|1196095.121.peg.1258","fig|1196095.135.peg.1859"
"OG0000720:","fig|1196095.96.peg.1695","fig|1196095.105.peg.2039","fig|1196095.117.peg.663","fig|1196095.114.peg.802","fig|1196095.110.peg.2293","fig|1196095.103.peg.1598","fig|1196095.99.peg.1355","fig|1196095.125.peg.1847","fig|1196095.115.peg.620","fig|1196095.106.peg.1100","fig|1196095.116.peg.24","fig|1196095.135.peg.1856","fig|1196095.133.peg.2600","fig|1196095.129.peg.1805","fig|1196095.124.peg.2611","fig|1196095.123.peg.1364","fig|1196095.130.peg.137","fig|1196095.118.peg.716","fig|1196095.98.peg.987","fig|1196095.108.peg.897","fig|1196095.132.peg.279","fig|1196095.128.peg.1827","fig|1196095.104.peg.2224","fig|1196095.131.peg.238","fig|1196095.112.peg.951","fig|1196095.100.peg.1149","fig|1196095.119.peg.1383","fig|1196095.127.peg.620","fig|1196095.95.peg.1576","fig|1196095.107.peg.1413","fig|1196095.94.peg.609","fig|1196095.122.peg.489","fig|1196095.120.peg.2425","fig|1196095.101.peg.890","fig|1196095.102.peg.1755","fig|1196095.109.peg.714","fig|1196095.126.peg.535","fig|1196095.134.peg.82","fig|1196095.97.peg.2203","fig|1196095.111.peg.2619","fig|1196095.113.peg.1024","fig|1196095.121.peg.1255"
"OG0000721:","fig|1196095.96.peg.1699","fig|1196095.105.peg.2043","fig|1196095.110.peg.2297","fig|1196095.114.peg.806","fig|1196095.100.peg.1153","fig|1196095.116.peg.20","fig|1196095.131.peg.242","fig|1196095.108.peg.901","fig|1196095.104.peg.2220","fig|1196095.115.peg.624","fig|1196095.132.peg.275","fig|1196095.134.peg.86","fig|1196095.135.peg.1852","fig|1196095.123.peg.1360","fig|1196095.122.peg.493","fig|1196095.118.peg.712","fig|1196095.98.peg.991","fig|1196095.97.peg.2199","fig|1196095.112.peg.947","fig|1196095.111.peg.2615","fig|1196095.128.peg.1823","fig|1196095.133.peg.2853","fig|1196095.95.peg.1572","fig|1196095.103.peg.1594","fig|1196095.107.peg.1409","fig|1196095.119.peg.1387","fig|1196095.117.peg.659","fig|1196095.130.peg.141","fig|1196095.125.peg.1843","fig|1196095.129.peg.1809","fig|1196095.124.peg.2615","fig|1196095.94.peg.605","fig|1196095.120.peg.2421","fig|1196095.102.peg.1751","fig|1196095.126.peg.531","fig|1196095.101.peg.886","fig|1196095.109.peg.718","fig|1196095.106.peg.2027","fig|1196095.127.peg.624","fig|1196095.99.peg.1359","fig|1196095.121.peg.1251","fig|1196095.113.peg.1028"
"OG0000722:","fig|1196095.95.peg.1566","fig|1196095.110.peg.2303","fig|1196095.108.peg.909","fig|1196095.100.peg.1158","fig|1196095.117.peg.651","fig|1196095.116.peg.11","fig|1196095.97.peg.2191","fig|1196095.99.peg.1368","fig|1196095.104.peg.2214","fig|1196095.133.peg.812","fig|1196095.94.peg.600","fig|1196095.135.peg.1846","fig|1196095.119.peg.1392","fig|1196095.126.peg.526","fig|1196095.120.peg.2412","fig|1196095.101.peg.881","fig|1196095.122.peg.507","fig|1196095.111.peg.2609","fig|1196095.114.peg.819","fig|1196095.129.peg.1816","fig|1196095.96.peg.1707","fig|1196095.134.peg.97","fig|1196095.115.peg.646","fig|1196095.128.peg.1815","fig|1196095.105.peg.2049","fig|1196095.131.peg.251","fig|1196095.127.peg.637","fig|1196095.103.peg.1589","fig|1196095.124.peg.2621","fig|1196095.102.peg.1746","fig|1196095.112.peg.59","fig|1196095.107.peg.1400","fig|1196095.106.peg.623","fig|1196095.123.peg.1346","fig|1196095.132.peg.659","fig|1196095.121.peg.1244","fig|1196095.130.peg.99","fig|1196095.118.peg.706","fig|1196095.98.peg.1000","fig|1196095.125.peg.1835","fig|1196095.109.peg.727","fig|1196095.113.peg.1036"
"OG0000723:","fig|1196095.128.peg.1809","fig|1196095.106.peg.616","fig|1196095.119.peg.1398","fig|1196095.103.peg.1582","fig|1196095.100.peg.1165","fig|1196095.107.peg.1394","fig|1196095.97.peg.2185","fig|1196095.131.peg.262","fig|1196095.123.peg.1340","fig|1196095.116.peg.5","fig|1196095.127.peg.643","fig|1196095.101.peg.874","fig|1196095.102.peg.1739","fig|1196095.94.peg.594","fig|1196095.109.peg.733","fig|1196095.133.peg.2639","fig|1196095.126.peg.519","fig|1196095.110.peg.2309","fig|1196095.113.peg.1042","fig|1196095.129.peg.1823","fig|1196095.112.peg.65","fig|1196095.117.peg.645","fig|1196095.96.peg.1713","fig|1196095.114.peg.825","fig|1196095.121.peg.1238","fig|1196095.115.peg.652","fig|1196095.120.peg.2406","fig|1196095.105.peg.2055","fig|1196095.125.peg.1829","fig|1196095.104.peg.2208","fig|1196095.99.peg.1374","fig|1196095.108.peg.915","fig|1196095.135.peg.1839","fig|1196095.134.peg.104","fig|1196095.130.peg.106","fig|1196095.132.peg.653","fig|1196095.124.peg.2627","fig|1196095.95.peg.1560","fig|1196095.122.peg.513","fig|1196095.98.peg.1006","fig|1196095.111.peg.2603","fig|1196095.118.peg.700"
"OG0000724:","fig|1196095.112.peg.3","fig|1196095.110.peg.1001","fig|1196095.122.peg.1091","fig|1196095.105.peg.2151","fig|1196095.106.peg.393","fig|1196095.126.peg.727","fig|1196095.95.peg.1202","fig|1196095.116.peg.148","fig|1196095.101.peg.207","fig|1196095.100.peg.1167","fig|1196095.103.peg.1580","fig|1196095.123.peg.640","fig|1196095.133.peg.3525","fig|1196095.97.peg.1127","fig|1196095.117.peg.787","fig|1196095.121.peg.2000","fig|1196095.99.peg.239","fig|1196095.134.peg.292","fig|1196095.98.peg.320","fig|1196095.94.peg.2135","fig|1196095.125.peg.361","fig|1196095.129.peg.1103","fig|1196095.113.peg.1373","fig|1196095.107.peg.1944","fig|1196095.114.peg.461","fig|1196095.127.peg.349","fig|1196095.111.peg.1995","fig|1196095.119.peg.1625","fig|1196095.109.peg.180","fig|1196095.108.peg.857","fig|1196095.124.peg.876","fig|1196095.104.peg.1002","fig|1196095.128.peg.1792","fig|1196095.118.peg.2129","fig|1196095.102.peg.1396","fig|1196095.135.peg.1831","fig|1196095.130.peg.501","fig|1196095.132.peg.500","fig|1196095.115.peg.1342","fig|1196095.131.peg.284","fig|1196095.96.peg.1601","fig|1196095.120.peg.584"
"OG0000725:","fig|1196095.110.peg.1003","fig|1196095.112.peg.5","fig|1196095.122.peg.1093","fig|1196095.127.peg.347","fig|1196095.95.peg.1200","fig|1196095.124.peg.874","fig|1196095.126.peg.725","fig|1196095.101.peg.205","fig|1196095.100.peg.1169","fig|1196095.103.peg.1578","fig|1196095.129.peg.1105","fig|1196095.117.peg.785","fig|1196095.106.peg.406","fig|1196095.121.peg.2003","fig|1196095.130.peg.499","fig|1196095.98.peg.318","fig|1196095.125.peg.359","fig|1196095.107.peg.1946","fig|1196095.116.peg.146","fig|1196095.105.peg.2153","fig|1196095.113.peg.1371","fig|1196095.114.peg.459","fig|1196095.111.peg.1993","fig|1196095.123.peg.642","fig|1196095.97.peg.1129","fig|1196095.109.peg.178","fig|1196095.108.peg.855","fig|1196095.128.peg.1790","fig|1196095.104.peg.1004","fig|1196095.135.peg.1829","fig|1196095.118.peg.2131","fig|1196095.102.peg.1393","fig|1196095.119.peg.1627","fig|1196095.132.peg.498","fig|1196095.133.peg.3527","fig|1196095.94.peg.2133","fig|1196095.131.peg.286","fig|1196095.96.peg.1599","fig|1196095.99.peg.237","fig|1196095.120.peg.586","fig|1196095.134.peg.290","fig|1196095.115.peg.1344"
"OG0000726:","fig|1196095.121.peg.2125","fig|1196095.128.peg.558","fig|1196095.122.peg.866","fig|1196095.109.peg.574","fig|1196095.132.peg.1049","fig|1196095.105.peg.342","fig|1196095.115.peg.167","fig|1196095.117.peg.263","fig|1196095.124.peg.1861","fig|1196095.116.peg.2486","fig|1196095.134.peg.1152","fig|1196095.130.peg.1316","fig|1196095.125.peg.535","fig|1196095.101.peg.1688","fig|1196095.129.peg.1580","fig|1196095.119.peg.572","fig|1196095.108.peg.445","fig|1196095.113.peg.570","fig|1196095.107.peg.978","fig|1196095.106.peg.611","fig|1196095.135.peg.1962","fig|1196095.95.peg.311","fig|1196095.114.peg.609","fig|1196095.96.peg.1377","fig|1196095.94.peg.1734","fig|1196095.127.peg.518","fig|1196095.111.peg.585","fig|1196095.112.peg.1005","fig|1196095.133.peg.1674","fig|1196095.120.peg.2509","fig|1196095.118.peg.487","fig|1196095.97.peg.910","fig|1196095.99.peg.1555","fig|1196095.100.peg.1182","fig|1196095.104.peg.2370","fig|1196095.98.peg.1912","fig|1196095.126.peg.1946","fig|1196095.102.peg.1144","fig|1196095.103.peg.613","fig|1196095.131.peg.2136","fig|1196095.123.peg.455","fig|1196095.110.peg.362"
"OG0000727:","fig|1196095.121.peg.2124","fig|1196095.122.peg.865","fig|1196095.94.peg.1735","fig|1196095.132.peg.1050","fig|1196095.115.peg.166","fig|1196095.117.peg.264","fig|1196095.95.peg.310","fig|1196095.116.peg.2485","fig|1196095.128.peg.557","fig|1196095.106.peg.132","fig|1196095.134.peg.1153","fig|1196095.130.peg.1315","fig|1196095.107.peg.977","fig|1196095.118.peg.107","fig|1196095.101.peg.1687","fig|1196095.129.peg.1581","fig|1196095.125.peg.534","fig|1196095.113.peg.516","fig|1196095.105.peg.1780","fig|1196095.109.peg.573","fig|1196095.135.peg.1963","fig|1196095.114.peg.610","fig|1196095.108.peg.530","fig|1196095.96.peg.1376","fig|1196095.127.peg.519","fig|1196095.111.peg.586","fig|1196095.112.peg.1006","fig|1196095.119.peg.571","fig|1196095.120.peg.2508","fig|1196095.124.peg.1860","fig|1196095.99.peg.1554","fig|1196095.97.peg.909","fig|1196095.100.peg.1183","fig|1196095.104.peg.2371","fig|1196095.98.peg.1913","fig|1196095.126.peg.1945","fig|1196095.102.peg.1143","fig|1196095.103.peg.614","fig|1196095.131.peg.2135","fig|1196095.110.peg.361","fig|1196095.123.peg.454","fig|1196095.133.peg.169"
"OG0000728:","fig|1196095.131.peg.2134","fig|1196095.122.peg.864","fig|1196095.128.peg.556","fig|1196095.114.peg.611","fig|1196095.94.peg.1736","fig|1196095.95.peg.309","fig|1196095.121.peg.2123","fig|1196095.130.peg.1314","fig|1196095.102.peg.1142","fig|1196095.116.peg.2484","fig|1196095.117.peg.265","fig|1196095.106.peg.131","fig|1196095.134.peg.1154","fig|1196095.107.peg.976","fig|1196095.101.peg.1686","fig|1196095.129.peg.1582","fig|1196095.125.peg.533","fig|1196095.113.peg.517","fig|1196095.105.peg.1781","fig|1196095.119.peg.570","fig|1196095.135.peg.1964","fig|1196095.115.peg.165","fig|1196095.96.peg.1375","fig|1196095.111.peg.587","fig|1196095.132.peg.1051","fig|1196095.127.peg.520","fig|1196095.109.peg.572","fig|1196095.112.peg.1007","fig|1196095.99.peg.1973","fig|1196095.97.peg.908","fig|1196095.120.peg.2507","fig|1196095.124.peg.1859","fig|1196095.100.peg.1184","fig|1196095.98.peg.1914","fig|1196095.133.peg.2750","fig|1196095.126.peg.1944","fig|1196095.104.peg.2372","fig|1196095.118.peg.106","fig|1196095.123.peg.453","fig|1196095.110.peg.360","fig|1196095.108.peg.531","fig|1196095.103.peg.615"
"OG0000729:","fig|1196095.122.peg.861","fig|1196095.102.peg.1139","fig|1196095.115.peg.162","fig|1196095.114.peg.614","fig|1196095.94.peg.1739","fig|1196095.134.peg.1157","fig|1196095.116.peg.2481","fig|1196095.117.peg.268","fig|1196095.124.peg.1856","fig|1196095.111.peg.80","fig|1196095.131.peg.2132","fig|1196095.133.peg.3017","fig|1196095.129.peg.1585","fig|1196095.112.peg.1686","fig|1196095.104.peg.2375","fig|1196095.119.peg.567","fig|1196095.135.peg.1967","fig|1196095.110.peg.357","fig|1196095.118.peg.103","fig|1196095.128.peg.553","fig|1196095.107.peg.2310","fig|1196095.98.peg.275","fig|1196095.95.peg.306","fig|1196095.127.peg.523","fig|1196095.132.peg.1054","fig|1196095.121.peg.2121","fig|1196095.103.peg.618","fig|1196095.99.peg.246","fig|1196095.120.peg.965","fig|1196095.106.peg.401","fig|1196095.105.peg.282","fig|1196095.100.peg.1187","fig|1196095.101.peg.1683","fig|1196095.113.peg.511","fig|1196095.126.peg.1941","fig|1196095.109.peg.261","fig|1196095.97.peg.475","fig|1196095.130.peg.1311","fig|1196095.96.peg.1372","fig|1196095.108.peg.420","fig|1196095.123.peg.450","fig|1196095.125.peg.531"
"OG0000730:","fig|1196095.121.peg.2116","fig|1196095.107.peg.265","fig|1196095.114.peg.617","fig|1196095.94.peg.1741","fig|1196095.116.peg.2479","fig|1196095.106.peg.1290","fig|1196095.133.peg.701","fig|1196095.99.peg.291","fig|1196095.109.peg.168","fig|1196095.117.peg.270","fig|1196095.124.peg.1854","fig|1196095.111.peg.82","fig|1196095.123.peg.447","fig|1196095.119.peg.565","fig|1196095.129.peg.1588","fig|1196095.131.peg.2129","fig|1196095.135.peg.1972","fig|1196095.115.peg.159","fig|1196095.128.peg.548","fig|1196095.108.peg.422","fig|1196095.105.peg.285","fig|1196095.110.peg.355","fig|1196095.102.peg.702","fig|1196095.132.peg.1057","fig|1196095.134.peg.1161","fig|1196095.103.peg.621","fig|1196095.122.peg.858","fig|1196095.127.peg.526","fig|1196095.95.peg.304","fig|1196095.120.peg.967","fig|1196095.100.peg.1190","fig|1196095.118.peg.101","fig|1196095.104.peg.1418","fig|1196095.113.peg.509","fig|1196095.126.peg.1938","fig|1196095.112.peg.693","fig|1196095.98.peg.1353","fig|1196095.97.peg.473","fig|1196095.96.peg.1370","fig|1196095.125.peg.1941","fig|1196095.101.peg.1680","fig|1196095.130.peg.1307"
"OG0000732:","fig|1196095.114.peg.621","fig|1196095.102.peg.698","fig|1196095.109.peg.164","fig|1196095.100.peg.1194","fig|1196095.106.peg.1286","fig|1196095.132.peg.1061","fig|1196095.124.peg.1849","fig|1196095.128.peg.545","fig|1196095.99.peg.282","fig|1196095.111.peg.87","fig|1196095.127.peg.530","fig|1196095.113.peg.540","fig|1196095.108.peg.1339","fig|1196095.112.peg.689","fig|1196095.123.peg.443","fig|1196095.131.peg.2125","fig|1196095.115.peg.155","fig|1196095.110.peg.350","fig|1196095.118.peg.97","fig|1196095.97.peg.469","fig|1196095.98.peg.1349","fig|1196095.121.peg.2112","fig|1196095.134.peg.1165","fig|1196095.94.peg.1745","fig|1196095.122.peg.854","fig|1196095.95.peg.300","fig|1196095.103.peg.625","fig|1196095.117.peg.275","fig|1196095.104.peg.1413","fig|1196095.116.peg.2475","fig|1196095.119.peg.561","fig|1196095.135.peg.1976","fig|1196095.130.peg.1303","fig|1196095.105.peg.1393","fig|1196095.126.peg.1934","fig|1196095.129.peg.1592","fig|1196095.96.peg.1365","fig|1196095.107.peg.261","fig|1196095.125.peg.1937","fig|1196095.133.peg.2224","fig|1196095.101.peg.1676","fig|1196095.120.peg.249"
"OG0000733:","fig|1196095.102.peg.697","fig|1196095.100.peg.1195","fig|1196095.109.peg.163","fig|1196095.113.peg.867","fig|1196095.127.peg.531","fig|1196095.132.peg.1062","fig|1196095.123.peg.442","fig|1196095.124.peg.1848","fig|1196095.133.peg.2700","fig|1196095.118.peg.96","fig|1196095.126.peg.1933","fig|1196095.99.peg.281","fig|1196095.128.peg.544","fig|1196095.111.peg.88","fig|1196095.131.peg.2124","fig|1196095.112.peg.688","fig|1196095.108.peg.1338","fig|1196095.110.peg.349","fig|1196095.115.peg.154","fig|1196095.114.peg.622","fig|1196095.98.peg.1348","fig|1196095.135.peg.1977","fig|1196095.96.peg.1364","fig|1196095.121.peg.2111","fig|1196095.94.peg.1746","fig|1196095.134.peg.1166","fig|1196095.103.peg.626","fig|1196095.122.peg.853","fig|1196095.95.peg.299","fig|1196095.97.peg.468","fig|1196095.117.peg.276","fig|1196095.119.peg.560","fig|1196095.104.peg.1412","fig|1196095.116.peg.2474","fig|1196095.107.peg.260","fig|1196095.105.peg.1394","fig|1196095.106.peg.1285","fig|1196095.129.peg.1593","fig|1196095.130.peg.1302","fig|1196095.125.peg.1936","fig|1196095.101.peg.1675","fig|1196095.120.peg.250"
"OG0000734:","fig|1196095.102.peg.695","fig|1196095.106.peg.386","fig|1196095.103.peg.628","fig|1196095.109.peg.161","fig|1196095.113.peg.865","fig|1196095.100.peg.1197","fig|1196095.116.peg.2471","fig|1196095.104.peg.1409","fig|1196095.132.peg.1067","fig|1196095.126.peg.1931","fig|1196095.123.peg.437","fig|1196095.108.peg.1336","fig|1196095.105.peg.2096","fig|1196095.112.peg.686","fig|1196095.96.peg.1362","fig|1196095.114.peg.627","fig|1196095.97.peg.466","fig|1196095.121.peg.2106","fig|1196095.120.peg.252","fig|1196095.98.peg.1346","fig|1196095.95.peg.297","fig|1196095.94.peg.1748","fig|1196095.122.peg.848","fig|1196095.118.peg.1640","fig|1196095.99.peg.1950","fig|1196095.107.peg.258","fig|1196095.119.peg.558","fig|1196095.133.peg.1769","fig|1196095.135.peg.1980","fig|1196095.117.peg.279","fig|1196095.111.peg.91","fig|1196095.125.peg.526","fig|1196095.124.peg.1845","fig|1196095.129.peg.1595","fig|1196095.131.peg.2122","fig|1196095.130.peg.1296","fig|1196095.128.peg.538","fig|1196095.134.peg.332","fig|1196095.127.peg.536","fig|1196095.115.peg.149","fig|1196095.101.peg.1673","fig|1196095.110.peg.346"
"OG0000735:","fig|1196095.102.peg.693","fig|1196095.103.peg.630","fig|1196095.132.peg.1070","fig|1196095.127.peg.538","fig|1196095.109.peg.159","fig|1196095.100.peg.1199","fig|1196095.113.peg.863","fig|1196095.117.peg.281","fig|1196095.104.peg.1407","fig|1196095.126.peg.1929","fig|1196095.122.peg.846","fig|1196095.105.peg.2098","fig|1196095.110.peg.344","fig|1196095.96.peg.1360","fig|1196095.114.peg.629","fig|1196095.97.peg.464","fig|1196095.121.peg.2104","fig|1196095.134.peg.330","fig|1196095.98.peg.1344","fig|1196095.94.peg.1750","fig|1196095.118.peg.1638","fig|1196095.106.peg.1824","fig|1196095.120.peg.254","fig|1196095.99.peg.1948","fig|1196095.128.peg.536","fig|1196095.119.peg.556","fig|1196095.107.peg.256","fig|1196095.112.peg.684","fig|1196095.135.peg.1982","fig|1196095.116.peg.2469","fig|1196095.133.peg.3281","fig|1196095.108.peg.1334","fig|1196095.111.peg.93","fig|1196095.123.peg.435","fig|1196095.125.peg.523","fig|1196095.131.peg.2120","fig|1196095.129.peg.1597","fig|1196095.124.peg.1843","fig|1196095.115.peg.147","fig|1196095.95.peg.295","fig|1196095.130.peg.1294","fig|1196095.101.peg.1671"
"OG0000736:","fig|1196095.102.peg.692","fig|1196095.122.peg.845","fig|1196095.130.peg.1293","fig|1196095.103.peg.631","fig|1196095.110.peg.343","fig|1196095.106.peg.1825","fig|1196095.97.peg.463","fig|1196095.113.peg.862","fig|1196095.100.peg.1200","fig|1196095.117.peg.282","fig|1196095.135.peg.1983","fig|1196095.104.peg.1406","fig|1196095.126.peg.1928","fig|1196095.105.peg.2099","fig|1196095.127.peg.539","fig|1196095.116.peg.2468","fig|1196095.109.peg.158","fig|1196095.96.peg.1359","fig|1196095.111.peg.94","fig|1196095.128.peg.535","fig|1196095.101.peg.1670","fig|1196095.124.peg.1842","fig|1196095.134.peg.329","fig|1196095.98.peg.1343","fig|1196095.118.peg.1637","fig|1196095.94.peg.1751","fig|1196095.120.peg.255","fig|1196095.99.peg.1947","fig|1196095.119.peg.555","fig|1196095.107.peg.255","fig|1196095.114.peg.630","fig|1196095.125.peg.522","fig|1196095.112.peg.683","fig|1196095.123.peg.434","fig|1196095.132.peg.1071","fig|1196095.108.peg.1333","fig|1196095.129.peg.1598","fig|1196095.131.peg.2119","fig|1196095.121.peg.2103","fig|1196095.115.peg.146","fig|1196095.95.peg.294","fig|1196095.133.peg.2800"
"OG0000737:","fig|1196095.111.peg.252","fig|1196095.123.peg.352","fig|1196095.109.peg.554","fig|1196095.105.peg.2080","fig|1196095.101.peg.1859","fig|1196095.118.peg.867","fig|1196095.102.peg.1782","fig|1196095.106.peg.1522","fig|1196095.110.peg.1977","fig|1196095.97.peg.894","fig|1196095.122.peg.763","fig|1196095.134.peg.2373","fig|1196095.120.peg.549","fig|1196095.103.peg.16","fig|1196095.112.peg.531","fig|1196095.115.peg.58","fig|1196095.104.peg.1199","fig|1196095.133.peg.2831","fig|1196095.107.peg.963","fig|1196095.96.peg.1585","fig|1196095.129.peg.1717","fig|1196095.98.peg.1932","fig|1196095.94.peg.79","fig|1196095.113.peg.2013","fig|1196095.114.peg.709","fig|1196095.128.peg.1850","fig|1196095.127.peg.1230","fig|1196095.126.peg.995","fig|1196095.124.peg.1658","fig|1196095.135.peg.2362","fig|1196095.117.peg.2298","fig|1196095.121.peg.1881","fig|1196095.100.peg.1249","fig|1196095.119.peg.1879","fig|1196095.131.peg.2042","fig|1196095.130.peg.1797","fig|1196095.108.peg.1025","fig|1196095.132.peg.2044","fig|1196095.125.peg.2069","fig|1196095.116.peg.535","fig|1196095.99.peg.1311","fig|1196095.95.peg.495"
